layout,formulation,passivation_effectiveness,wash_strength_relative,wash_duration_seconds,wash_cycles,contact_boost,p10_useful_capture,median_useful_capture,p10_target_retained,median_target_retained,p90_background_remaining,median_background_remaining,median_target_wash_survival,median_background_removal,reliable_90_fraction,protocol_cost_index,reliable_90
rescue_24,polyT30_standard,0.90,0.75,20,1,0.30,0.8551,0.9140,0.8891,0.9379,0.0474,0.0283,0.9950,0.3259,0.6111,0.9550,no
rescue_24,polyT30_standard,0.90,1.00,5,3,0.30,0.8548,0.9138,0.8887,0.9377,0.0452,0.0261,0.9947,0.3700,0.6111,0.9825,no
rescue_24,polyT30_standard,0.90,1.00,10,2,0.30,0.8548,0.9159,0.8855,0.9362,0.0411,0.0206,0.9930,0.4599,0.6111,0.9750,no
rescue_24,polyT30_standard,0.90,0.75,10,2,0.30,0.8547,0.9136,0.8891,0.9379,0.0474,0.0283,0.9950,0.3259,0.6111,0.9650,no
rescue_24,polyT30_standard,0.90,1.25,5,3,0.30,0.8547,0.9154,0.8859,0.9363,0.0402,0.0195,0.9932,0.4795,0.6111,0.9925,no
rescue_24,polyT30_standard,0.90,1.25,20,1,0.30,0.8547,0.9165,0.8818,0.9342,0.0348,0.0156,0.9909,0.5812,0.6111,0.9750,no
rescue_24,polyT30_standard,0.90,1.00,5,2,0.30,0.8546,0.9125,0.8919,0.9402,0.0501,0.0320,0.9965,0.2651,0.6111,0.9700,no
rescue_24,rigid_spacer_PEG,0.90,1.75,20,1,0.30,0.8684,0.9431,0.8879,0.9576,0.0147,0.0056,0.9867,0.7691,0.8333,0.9950,no
rescue_24,rigid_spacer_PEG,0.90,1.50,20,1,0.30,0.8682,0.9449,0.8890,0.9617,0.0180,0.0076,0.9888,0.6848,0.8333,0.9850,no
rescue_24,rigid_spacer_PEG,0.90,2.00,20,1,0.30,0.8682,0.9400,0.8867,0.9544,0.0118,0.0039,0.9845,0.8351,0.8333,1.0050,no
rescue_24,rigid_spacer_PEG,0.90,2.00,10,1,0.30,0.8680,0.9493,0.8908,0.9667,0.0212,0.0099,0.9922,0.5941,0.8333,1.0000,no
rescue_24,rigid_spacer_PEG,0.90,1.25,30,1,0.30,0.8679,0.9428,0.8877,0.9573,0.0163,0.0066,0.9864,0.7289,0.8333,0.9800,no
rescue_24,rigid_spacer_PEG,0.90,1.50,30,1,0.30,0.8677,0.9378,0.8861,0.9526,0.0124,0.0042,0.9833,0.8229,0.8333,0.9900,no
rescue_24,rigid_spacer_PEG,0.90,1.25,20,1,0.30,0.8676,0.9482,0.8901,0.9653,0.0216,0.0104,0.9909,0.5812,0.8333,0.9750,no
rescue_24,rigid_spacer_PEG,0.90,1.00,30,1,0.30,0.8674,0.9464,0.8894,0.9630,0.0209,0.0096,0.9895,0.6030,0.8333,0.9700,no
rescue_24,rigid_spacer_PEG,0.90,1.00,45,1,0.30,0.8674,0.9396,0.8866,0.9540,0.0155,0.0061,0.9843,0.7498,0.8333,0.9775,no
rescue_24,rigid_spacer_PEG,0.90,1.75,10,2,0.30,0.8674,0.9420,0.8879,0.9576,0.0147,0.0056,0.9867,0.7691,0.8333,1.0050,no
rescue_24,rigid_spacer_PEG,0.90,1.50,10,2,0.30,0.8673,0.9439,0.8890,0.9617,0.0180,0.0076,0.9888,0.6848,0.8333,0.9950,no
rescue_24,rigid_spacer_PEG,0.90,1.75,10,1,0.30,0.8672,0.9498,0.8914,0.9690,0.0236,0.0125,0.9933,0.5196,0.8333,0.9900,no
rescue_24,rigid_spacer_PEG,0.90,0.75,60,1,0.30,0.8670,0.9408,0.8869,0.9552,0.0177,0.0074,0.9849,0.6936,0.8333,0.9750,no
rescue_24,rigid_spacer_PEG,0.90,1.00,20,2,0.30,0.8670,0.9416,0.8875,0.9568,0.0171,0.0071,0.9860,0.7082,0.8333,0.9850,no
rescue_24,rigid_spacer_PEG,0.90,1.75,30,1,0.30,0.8670,0.9326,0.8844,0.9483,0.0094,0.0026,0.9801,0.8890,0.8333,1.0000,no
rescue_24,rigid_spacer_PEG,0.90,2.00,10,2,0.30,0.8670,0.9388,0.8867,0.9544,0.0118,0.0039,0.9845,0.8351,0.8333,1.0150,no
rescue_24,rigid_spacer_PEG,0.90,0.75,45,1,0.30,0.8669,0.9444,0.8889,0.9613,0.0214,0.0101,0.9887,0.5882,0.8333,0.9675,no
rescue_24,rigid_spacer_PEG,0.90,1.25,10,2,0.30,0.8668,0.9474,0.8901,0.9653,0.0216,0.0104,0.9909,0.5812,0.8333,0.9850,no
rescue_24,rigid_spacer_PEG,0.90,2.00,5,2,0.30,0.8668,0.9480,0.8908,0.9667,0.0212,0.0099,0.9922,0.5941,0.8333,1.0100,no
rescue_24,rigid_spacer_PEG,0.90,1.25,45,1,0.30,0.8667,0.9320,0.8842,0.9478,0.0108,0.0033,0.9797,0.8588,0.8333,0.9875,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,1,0.30,0.8666,0.9677,0.8860,0.9891,0.0240,0.0172,0.9996,0.0178,0.8056,0.9275,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,10,1,0.30,0.8662,0.9672,0.8853,0.9884,0.0235,0.0169,0.9993,0.0353,0.8056,0.9300,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,2,0.30,0.8660,0.9670,0.8853,0.9884,0.0235,0.0169,0.9993,0.0353,0.8056,0.9400,no
sunflower_20,mixed_spacer_antifouling,0.90,0.50,5,1,0.30,0.8660,0.9670,0.8852,0.9883,0.0229,0.0164,0.9992,0.0512,0.8056,0.9375,no
sunflower_20,mixed_spacer_antifouling,0.90,0.75,5,1,0.30,0.8656,0.9662,0.8843,0.9874,0.0218,0.0153,0.9987,0.0939,0.8056,0.9475,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,3,0.30,0.8655,0.9662,0.8846,0.9878,0.0228,0.0164,0.9989,0.0525,0.8056,0.9525,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,20,1,0.30,0.8654,0.9659,0.8840,0.9870,0.0224,0.0159,0.9986,0.0693,0.8056,0.9350,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,10,2,0.30,0.8653,0.9657,0.8840,0.9870,0.0224,0.0159,0.9986,0.0693,0.8056,0.9450,no
sunflower_20,mixed_spacer_antifouling,0.90,0.50,10,1,0.30,0.8653,0.9657,0.8837,0.9866,0.0216,0.0152,0.9984,0.0999,0.8056,0.9400,no
sunflower_20,mixed_spacer_antifouling,0.90,1.00,5,1,0.30,0.8651,0.9654,0.8834,0.9862,0.0207,0.0143,0.9982,0.1428,0.8056,0.9575,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,4,0.30,0.8650,0.9654,0.8840,0.9870,0.0224,0.0159,0.9986,0.0693,0.8056,0.9650,no
sunflower_20,mixed_spacer_antifouling,0.90,0.50,5,2,0.30,0.8650,0.9654,0.8837,0.9866,0.0216,0.0152,0.9984,0.0999,0.8056,0.9500,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,30,1,0.30,0.8646,0.9646,0.8827,0.9853,0.0216,0.0151,0.9979,0.1022,0.8056,0.9400,no
sunflower_20,mixed_spacer_antifouling,0.90,1.25,5,1,0.30,0.8645,0.9646,0.8824,0.9850,0.0201,0.0130,0.9977,0.1956,0.8056,0.9675,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,10,3,0.30,0.8643,0.9643,0.8827,0.9853,0.0216,0.0151,0.9979,0.1022,0.8056,0.9600,no
sunflower_20,mixed_spacer_antifouling,0.90,0.75,10,1,0.30,0.8643,0.9642,0.8819,0.9843,0.0203,0.0135,0.9975,0.1790,0.8056,0.9500,no
sunflower_20,mixed_spacer_antifouling,0.90,1.50,5,1,0.30,0.8640,0.9637,0.8814,0.9838,0.0187,0.0118,0.9972,0.2508,0.8056,0.9775,no
sunflower_20,mixed_spacer_antifouling,0.90,0.50,5,3,0.30,0.8639,0.9637,0.8822,0.9847,0.0207,0.0142,0.9976,0.1460,0.8056,0.9625,no
sunflower_20,mixed_spacer_antifouling,0.90,0.75,5,2,0.30,0.8639,0.9637,0.8819,0.9843,0.0203,0.0135,0.9975,0.1790,0.8056,0.9600,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,20,2,0.30,0.8636,0.9633,0.8813,0.9837,0.0209,0.0145,0.9971,0.1339,0.8056,0.9550,no
sunflower_20,polyT30_PEG_passivated,0.90,2.00,5,1,0.30,0.8345,0.9333,0.8580,0.9589,0.0239,0.0180,0.9961,0.3630,0.6389,0.9975,no
sunflower_20,polyT30_PEG_passivated,0.90,1.75,5,1,0.30,0.8342,0.9328,0.8587,0.9592,0.0258,0.0197,0.9967,0.3070,0.6389,0.9875,no
sunflower_20,polyT30_PEG_passivated,0.90,1.25,10,1,0.30,0.8340,0.9331,0.8571,0.9585,0.0242,0.0184,0.9955,0.3529,0.6389,0.9700,no
sunflower_20,polyT30_PEG_passivated,0.90,1.00,10,1,0.30,0.8338,0.9325,0.8585,0.9591,0.0273,0.0206,0.9965,0.2651,0.6389,0.9600,no
sunflower_20,polyT30_PEG_passivated,0.90,1.50,5,1,0.30,0.8337,0.9324,0.8594,0.9595,0.0277,0.0210,0.9972,0.2508,0.6389,0.9775,no
sunflower_20,polyT30_PEG_passivated,0.90,0.50,30,1,0.30,0.8334,0.9320,0.8569,0.9583,0.0271,0.0205,0.9952,0.2707,0.6389,0.9500,no
sunflower_20,polyT30_PEG_passivated,0.90,0.75,20,1,0.30,0.8333,0.9326,0.8565,0.9580,0.0252,0.0193,0.9950,0.3259,0.6389,0.9550,no
sunflower_20,polyT30_PEG_passivated,0.90,1.25,5,1,0.30,0.8333,0.9320,0.8601,0.9598,0.0291,0.0220,0.9977,0.1956,0.6389,0.9675,no
sunflower_20,polyT30_PEG_passivated,0.90,0.75,10,1,0.30,0.8332,0.9318,0.8598,0.9597,0.0297,0.0222,0.9975,0.1790,0.6389,0.9500,no
sunflower_20,polyT30_PEG_passivated,0.90,1.00,5,2,0.30,0.8332,0.9318,0.8585,0.9591,0.0273,0.0206,0.9965,0.2651,0.6389,0.9700,no
sunflower_20,polyT30_PEG_passivated,0.90,1.25,5,2,0.30,0.8332,0.9323,0.8571,0.9585,0.0242,0.0184,0.9955,0.3529,0.6389,0.9800,no
sunflower_20,polyT30_PEG_passivated,0.90,0.50,20,1,0.30,0.8331,0.9317,0.8589,0.9593,0.0293,0.0221,0.9968,0.1898,0.6389,0.9450,no
sunflower_20,polyT30_PEG_passivated,0.90,1.50,10,1,0.30,0.8331,0.9337,0.8558,0.9575,0.0213,0.0155,0.9944,0.4387,0.6389,0.9800,no
sunflower_20,polyT30_PEG_passivated,0.90,0.75,10,2,0.30,0.8329,0.9322,0.8565,0.9580,0.0252,0.0193,0.9950,0.3259,0.6389,0.9650,no
sunflower_20,polyT30_PEG_passivated,0.90,1.00,5,1,0.30,0.8329,0.9316,0.8608,0.9601,0.0313,0.0233,0.9982,0.1428,0.6389,0.9575,no
sunflower_20,polyT30_PEG_passivated,0.90,0.50,10,2,0.30,0.8328,0.9314,0.8589,0.9593,0.0293,0.0221,0.9968,0.1898,0.6389,0.9550,no
sunflower_20,polyT30_PEG_passivated,0.90,0.50,10,3,0.30,0.8328,0.9314,0.8569,0.9583,0.0271,0.0205,0.9952,0.2707,0.6389,0.9700,no
sunflower_20,polyT30_PEG_passivated,0.90,0.75,5,3,0.30,0.8328,0.9313,0.8581,0.9590,0.0276,0.0208,0.9962,0.2561,0.6389,0.9725,no
sunflower_20,polyT30_PEG_passivated,0.90,0.75,5,2,0.30,0.8327,0.9313,0.8598,0.9597,0.0297,0.0222,0.9975,0.1790,0.6389,0.9600,no
sunflower_20,polyT30_PEG_passivated,0.90,0.25,60,1,0.30,0.8326,0.9312,0.8575,0.9587,0.0292,0.0220,0.9957,0.1939,0.6389,0.9550,no
sunflower_20,polyT30_standard,0.90,2.00,5,1,0.30,0.5827,0.9079,0.6004,0.9357,0.0428,0.0227,0.9961,0.3630,0.5556,0.9975,no
sunflower_20,polyT30_standard,0.90,1.50,10,1,0.30,0.5823,0.9079,0.5988,0.9327,0.0378,0.0186,0.9944,0.4387,0.5556,0.9800,no
sunflower_20,polyT30_standard,0.90,1.75,5,1,0.30,0.5823,0.9069,0.6009,0.9365,0.0469,0.0253,0.9967,0.3070,0.5556,0.9875,no
sunflower_20,polyT30_standard,0.90,1.75,10,1,0.30,0.5823,0.9070,0.5979,0.9310,0.0339,0.0162,0.9933,0.5196,0.5556,0.9900,no
sunflower_20,polyT30_standard,0.90,1.25,10,1,0.30,0.5820,0.9077,0.5998,0.9348,0.0435,0.0235,0.9955,0.3529,0.5556,0.9700,no
sunflower_20,polyT30_standard,0.90,2.00,10,1,0.30,0.5820,0.9048,0.5969,0.9292,0.0309,0.0139,0.9922,0.5941,0.5556,1.0000,no
sunflower_20,polyT30_standard,0.90,1.50,5,1,0.30,0.5817,0.9059,0.6014,0.9371,0.0510,0.0267,0.9972,0.2508,0.5556,0.9775,no
sunflower_20,polyT30_standard,0.90,1.50,5,2,0.30,0.5817,0.9070,0.5988,0.9327,0.0378,0.0186,0.9944,0.4387,0.5556,0.9900,no
sunflower_20,polyT30_standard,0.90,1.75,5,2,0.30,0.5816,0.9059,0.5979,0.9310,0.0339,0.0162,0.9933,0.5196,0.5556,1.0000,no
sunflower_20,polyT30_standard,0.90,1.25,5,2,0.30,0.5815,0.9069,0.5998,0.9348,0.0435,0.0235,0.9955,0.3529,0.5556,0.9800,no
sunflower_20,polyT30_standard,0.90,1.00,10,1,0.30,0.5814,0.9061,0.6007,0.9362,0.0500,0.0262,0.9965,0.2651,0.5556,0.9600,no
sunflower_20,polyT30_standard,0.90,2.00,5,2,0.30,0.5812,0.9036,0.5969,0.9292,0.0309,0.0139,0.9922,0.5941,0.5556,1.0100,no
sunflower_20,polyT30_standard,0.90,1.00,20,1,0.30,0.5811,0.9057,0.5976,0.9304,0.0365,0.0180,0.9930,0.4599,0.5556,0.9650,no
sunflower_20,polyT30_standard,0.90,1.25,5,1,0.30,0.5811,0.9048,0.6019,0.9374,0.0551,0.0306,0.9977,0.1956,0.5556,0.9675,no
sunflower_20,polyT30_standard,0.90,0.75,20,1,0.30,0.5810,0.9067,0.5993,0.9336,0.0455,0.0246,0.9950,0.3259,0.5556,0.9550,no
sunflower_20,polyT30_standard,0.90,1.00,5,2,0.30,0.5810,0.9055,0.6007,0.9362,0.0500,0.0262,0.9965,0.2651,0.5556,0.9700,no
sunflower_20,polyT30_standard,0.90,1.00,5,3,0.30,0.5808,0.9061,0.5991,0.9332,0.0422,0.0222,0.9947,0.3700,0.5556,0.9825,no
sunflower_20,polyT30_standard,0.90,0.75,10,2,0.30,0.5807,0.9062,0.5993,0.9336,0.0455,0.0246,0.9950,0.3259,0.5556,0.9650,no
sunflower_20,polyT30_standard,0.90,1.00,10,2,0.30,0.5807,0.9051,0.5976,0.9304,0.0365,0.0180,0.9930,0.4599,0.5556,0.9750,no
sunflower_20,polyT30_standard,0.90,1.25,5,3,0.30,0.5807,0.9049,0.5978,0.9308,0.0354,0.0174,0.9932,0.4795,0.5556,0.9925,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,5,1,0.30,0.8430,0.9528,0.8714,0.9780,0.0395,0.0252,0.9996,0.0178,0.7222,0.9275,no
sunflower_20,rigid_spacer_PEG,0.90,0.50,5,1,0.30,0.8430,0.9531,0.8711,0.9774,0.0386,0.0239,0.9992,0.0512,0.7222,0.9375,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,10,1,0.30,0.8429,0.9530,0.8711,0.9775,0.0391,0.0244,0.9993,0.0353,0.7222,0.9300,no
sunflower_20,rigid_spacer_PEG,0.90,0.75,5,1,0.30,0.8429,0.9536,0.8707,0.9766,0.0361,0.0223,0.9987,0.0939,0.7222,0.9475,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,5,2,0.30,0.8427,0.9528,0.8711,0.9775,0.0391,0.0244,0.9993,0.0353,0.7222,0.9400,no
sunflower_20,rigid_spacer_PEG,0.90,0.50,10,1,0.30,0.8427,0.9537,0.8704,0.9760,0.0357,0.0221,0.9984,0.0999,0.7222,0.9400,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,20,1,0.30,0.8425,0.9533,0.8705,0.9763,0.0376,0.0233,0.9986,0.0693,0.7222,0.9350,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,5,3,0.30,0.8424,0.9529,0.8708,0.9769,0.0386,0.0238,0.9989,0.0525,0.7222,0.9525,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,10,2,0.30,0.8424,0.9532,0.8705,0.9763,0.0376,0.0233,0.9986,0.0693,0.7222,0.9450,no
sunflower_20,rigid_spacer_PEG,0.90,0.50,5,2,0.30,0.8424,0.9534,0.8704,0.9760,0.0357,0.0221,0.9984,0.0999,0.7222,0.9500,no
sunflower_20,rigid_spacer_PEG,0.90,1.00,5,1,0.30,0.8424,0.9541,0.8703,0.9757,0.0335,0.0205,0.9982,0.1428,0.7222,0.9575,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,5,4,0.30,0.8421,0.9529,0.8705,0.9763,0.0376,0.0233,0.9986,0.0693,0.7222,0.9650,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,30,1,0.30,0.8420,0.9536,0.8700,0.9751,0.0356,0.0220,0.9979,0.1022,0.7222,0.9400,no
sunflower_20,rigid_spacer_PEG,0.90,1.25,5,1,0.30,0.8419,0.9546,0.8699,0.9748,0.0313,0.0191,0.9977,0.1956,0.7222,0.9675,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,10,3,0.30,0.8417,0.9533,0.8700,0.9751,0.0356,0.0220,0.9979,0.1022,0.7222,0.9600,no
sunflower_20,rigid_spacer_PEG,0.90,0.75,10,1,0.30,0.8417,0.9545,0.8696,0.9744,0.0321,0.0195,0.9975,0.1790,0.7222,0.9500,no
sunflower_20,rigid_spacer_PEG,0.90,1.50,5,1,0.30,0.8413,0.9544,0.8694,0.9739,0.0290,0.0176,0.9972,0.2508,0.7222,0.9775,no
sunflower_20,rigid_spacer_PEG,0.90,0.50,5,3,0.30,0.8412,0.9535,0.8698,0.9747,0.0334,0.0204,0.9976,0.1460,0.7222,0.9625,no
sunflower_20,rigid_spacer_PEG,0.90,0.75,5,2,0.30,0.8412,0.9540,0.8696,0.9744,0.0321,0.0195,0.9975,0.1790,0.7222,0.9600,no
sunflower_20,rigid_spacer_PEG,0.90,0.25,20,2,0.30,0.8410,0.9533,0.8694,0.9739,0.0339,0.0207,0.9971,0.1339,0.7222,0.9550,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,5,1,0.30,0.8685,0.9672,0.8893,0.9865,0.0288,0.0182,0.9996,0.0178,0.8333,0.9275,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,10,1,0.30,0.8680,0.9667,0.8890,0.9863,0.0281,0.0180,0.9993,0.0353,0.8333,0.9300,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,5,2,0.30,0.8679,0.9665,0.8890,0.9863,0.0281,0.0180,0.9993,0.0353,0.8333,0.9400,no
sunflower_24,mixed_spacer_antifouling,0.90,0.50,5,1,0.30,0.8678,0.9665,0.8889,0.9862,0.0277,0.0178,0.9992,0.0512,0.8333,0.9375,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,5,3,0.30,0.8672,0.9659,0.8886,0.9860,0.0277,0.0177,0.9989,0.0525,0.8333,0.9525,no
sunflower_24,mixed_spacer_antifouling,0.90,0.75,5,1,0.30,0.8671,0.9659,0.8884,0.9859,0.0267,0.0166,0.9987,0.0939,0.8333,0.9475,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,20,1,0.30,0.8670,0.9659,0.8882,0.9856,0.0273,0.0173,0.9986,0.0693,0.8333,0.9350,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,10,2,0.30,0.8668,0.9657,0.8882,0.9856,0.0273,0.0173,0.9986,0.0693,0.8333,0.9450,no
sunflower_24,mixed_spacer_antifouling,0.90,0.50,10,1,0.30,0.8667,0.9659,0.8880,0.9853,0.0266,0.0165,0.9984,0.0999,0.8333,0.9400,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,5,4,0.30,0.8665,0.9654,0.8882,0.9856,0.0273,0.0173,0.9986,0.0693,0.8333,0.9650,no
sunflower_24,mixed_spacer_antifouling,0.90,0.50,5,2,0.30,0.8664,0.9656,0.8880,0.9853,0.0266,0.0165,0.9984,0.0999,0.8333,0.9500,no
sunflower_24,mixed_spacer_antifouling,0.90,1.00,5,1,0.30,0.8664,0.9658,0.8878,0.9850,0.0252,0.0154,0.9982,0.1428,0.8333,0.9575,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,30,1,0.30,0.8659,0.9657,0.8874,0.9843,0.0265,0.0164,0.9979,0.1022,0.8333,0.9400,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,10,3,0.30,0.8657,0.9654,0.8874,0.9843,0.0265,0.0164,0.9979,0.1022,0.8333,0.9600,no
sunflower_24,mixed_spacer_antifouling,0.90,1.25,5,1,0.30,0.8656,0.9657,0.8873,0.9841,0.0234,0.0143,0.9977,0.1956,0.8333,0.9675,no
sunflower_24,mixed_spacer_antifouling,0.90,0.75,10,1,0.30,0.8655,0.9657,0.8870,0.9837,0.0240,0.0145,0.9975,0.1790,0.8333,0.9500,no
sunflower_24,mixed_spacer_antifouling,0.90,1.50,5,1,0.30,0.8653,0.9656,0.8867,0.9831,0.0216,0.0135,0.9972,0.2508,0.8333,0.9775,no
sunflower_24,mixed_spacer_antifouling,0.90,0.25,20,2,0.30,0.8651,0.9653,0.8867,0.9830,0.0255,0.0156,0.9971,0.1339,0.8333,0.9550,no
sunflower_24,mixed_spacer_antifouling,0.90,0.50,20,1,0.30,0.8651,0.9655,0.8863,0.9824,0.0236,0.0144,0.9968,0.1898,0.8333,0.9450,no
sunflower_24,mixed_spacer_antifouling,0.90,0.75,5,2,0.30,0.8651,0.9652,0.8870,0.9837,0.0240,0.0145,0.9975,0.1790,0.8333,0.9600,no
sunflower_24,polyT30_PEG_passivated,0.90,0.25,5,1,0.30,0.8349,0.9442,0.8626,0.9725,0.0417,0.0293,0.9996,0.0178,0.7222,0.9275,no
sunflower_24,polyT30_PEG_passivated,0.90,1.50,5,1,0.30,0.8349,0.9432,0.8594,0.9687,0.0308,0.0198,0.9972,0.2508,0.7222,0.9775,no
sunflower_24,polyT30_PEG_passivated,0.90,1.75,5,1,0.30,0.8349,0.9431,0.8587,0.9678,0.0285,0.0175,0.9967,0.3070,0.7222,0.9875,no
sunflower_24,polyT30_PEG_passivated,0.90,2.00,5,1,0.30,0.8349,0.9424,0.8580,0.9672,0.0270,0.0154,0.9961,0.3630,0.7222,0.9975,no
sunflower_24,polyT30_PEG_passivated,0.90,0.25,10,1,0.30,0.8348,0.9440,0.8621,0.9719,0.0406,0.0289,0.9993,0.0353,0.7222,0.9300,no
sunflower_24,polyT30_PEG_passivated,0.90,0.50,5,1,0.30,0.8348,0.9440,0.8620,0.9718,0.0397,0.0285,0.9992,0.0512,0.7222,0.9375,no
sunflower_24,polyT30_PEG_passivated,0.90,0.75,5,1,0.30,0.8348,0.9437,0.8614,0.9710,0.0378,0.0270,0.9987,0.0939,0.7222,0.9475,no
sunflower_24,polyT30_PEG_passivated,0.90,1.00,5,1,0.30,0.8348,0.9436,0.8608,0.9703,0.0356,0.0256,0.9982,0.1428,0.7222,0.9575,no
sunflower_24,polyT30_PEG_passivated,0.90,1.25,5,1,0.30,0.8348,0.9434,0.8601,0.9695,0.0332,0.0232,0.9977,0.1956,0.7222,0.9675,no
sunflower_24,polyT30_PEG_passivated,0.90,0.25,5,2,0.30,0.8347,0.9438,0.8621,0.9719,0.0406,0.0289,0.9993,0.0353,0.7222,0.9400,no
sunflower_24,polyT30_PEG_passivated,0.90,0.50,10,1,0.30,0.8346,0.9436,0.8610,0.9706,0.0375,0.0268,0.9984,0.0999,0.7222,0.9400,no
sunflower_24,polyT30_PEG_passivated,0.90,0.25,20,1,0.30,0.8345,0.9435,0.8612,0.9708,0.0386,0.0280,0.9986,0.0693,0.7222,0.9350,no
sunflower_24,polyT30_PEG_passivated,0.90,0.75,10,1,0.30,0.8345,0.9431,0.8598,0.9691,0.0340,0.0244,0.9975,0.1790,0.7222,0.9500,no
sunflower_24,polyT30_PEG_passivated,0.90,1.00,10,1,0.30,0.8345,0.9428,0.8585,0.9676,0.0302,0.0192,0.9965,0.2651,0.7222,0.9600,no
sunflower_24,polyT30_PEG_passivated,0.90,1.25,10,1,0.30,0.8344,0.9414,0.8571,0.9664,0.0272,0.0157,0.9955,0.3529,0.7222,0.9700,no
sunflower_24,polyT30_PEG_passivated,0.90,0.25,5,3,0.30,0.8343,0.9434,0.8617,0.9713,0.0396,0.0285,0.9989,0.0525,0.7222,0.9525,no
sunflower_24,polyT30_PEG_passivated,0.90,0.25,10,2,0.30,0.8343,0.9433,0.8612,0.9708,0.0386,0.0280,0.9986,0.0693,0.7222,0.9450,no
