scenario,layout,aptamer_count,active_aptamers,mean_diameter_nm,mean_receptors,active_aptamer_fraction,linker_reach_multiplier,diffusion_nm2_per_s,k_on_per_step,k_off_per_s,nonspecific_per_encounter,damage_per_encounter,activity_loss_per_encounter,single_encounter_capture,best_encounters,target_capture,false_capture_risk,damage_risk,useful_capture_score
27,clinical_grid_18,18,16,66.18091,8.49795,0.89864,1.13755,22.65865,0.22973,0.07088,0.05876,0.01597,0.00607,0.37500,6,0.93710,0.30465,0.09209,0.76875
27,clinical_dense_24,24,21,66.18091,8.49795,0.89864,1.13755,22.65865,0.22973,0.07088,0.05876,0.01597,0.00607,0.20833,9,0.87076,0.52015,0.13491,0.61388
27,clinical_hybrid_24,24,21,66.18091,8.49795,0.89864,1.13755,22.65865,0.22973,0.07088,0.05876,0.01597,0.00607,0.45833,5,0.95095,0.33497,0.07736,0.77024
27,clinical_rescue_24,24,21,66.18091,8.49795,0.89864,1.13755,22.65865,0.22973,0.07088,0.05876,0.01597,0.00607,0.45833,5,0.95095,0.33497,0.07736,0.77024
28,clinical_grid_12,12,8,80.00944,3.06625,0.80852,0.89189,48.62852,0.19584,0.27052,0.06242,0.01328,0.03212,0.16667,10,0.79034,0.34624,0.12516,0.62489
28,clinical_grid_18,18,15,80.00944,3.06625,0.80852,0.89189,48.62852,0.19584,0.27052,0.06242,0.01328,0.03212,0.12500,10,0.68272,0.47507,0.12516,0.49775
28,clinical_dense_24,24,19,80.00944,3.06625,0.80852,0.89189,48.62852,0.19584,0.27052,0.06242,0.01328,0.03212,0.12500,10,0.68272,0.58058,0.12516,0.46331
28,clinical_hybrid_24,24,21,80.00944,3.06625,0.80852,0.89189,48.62852,0.19584,0.27052,0.06242,0.01328,0.03212,0.08333,10,0.52780,0.58058,0.12516,0.35817
28,clinical_rescue_24,24,22,80.00944,3.06625,0.80852,0.89189,48.62852,0.19584,0.27052,0.06242,0.01328,0.03212,0.16667,10,0.79034,0.58058,0.12516,0.53634
29,clinical_grid_12,12,12,67.31391,8.37292,0.93307,0.99927,52.97337,0.22492,0.06231,0.06376,0.01605,0.01923,0.20833,10,0.88032,0.35232,0.14937,0.68733
29,clinical_grid_18,18,16,67.31391,8.37292,0.93307,0.99927,52.97337,0.22492,0.06231,0.06376,0.01605,0.01923,0.29167,7,0.89517,0.36945,0.10707,0.70246
29,clinical_dense_24,24,24,67.31391,8.37292,0.93307,0.99927,52.97337,0.22492,0.06231,0.06376,0.01605,0.01923,0.08333,10,0.54875,0.58870,0.14937,0.36698
29,clinical_hybrid_24,24,22,67.31391,8.37292,0.93307,0.99927,52.97337,0.22492,0.06231,0.06376,0.01605,0.01923,0.33333,6,0.89920,0.41319,0.09251,0.69033
29,clinical_rescue_24,24,23,67.31391,8.37292,0.93307,0.99927,52.97337,0.22492,0.06231,0.06376,0.01605,0.01923,0.29167,7,0.89517,0.46308,0.10707,0.66213
30,clinical_grid_12,12,10,78.46457,3.12080,0.74493,1.11091,53.56554,0.23927,0.10315,0.05543,0.00758,0.00735,0.08333,10,0.56859,0.31374,0.07325,0.46711
30,clinical_grid_18,18,11,78.46457,3.12080,0.74493,1.11091,53.56554,0.23927,0.10315,0.05543,0.00758,0.00735,0.08333,10,0.56859,0.43459,0.07325,0.43363
30,clinical_dense_24,24,16,78.46457,3.12080,0.74493,1.11091,53.56554,0.23927,0.10315,0.05543,0.00758,0.00735,0.20833,10,0.89474,0.53594,0.07325,0.63819
30,clinical_hybrid_24,24,18,78.46457,3.12080,0.74493,1.11091,53.56554,0.23927,0.10315,0.05543,0.00758,0.00735,0.16667,10,0.82773,0.53594,0.07325,0.59039
30,clinical_rescue_24,24,19,78.46457,3.12080,0.74493,1.11091,53.56554,0.23927,0.10315,0.05543,0.00758,0.00735,0.33333,7,0.93688,0.41574,0.05185,0.72866
31,clinical_grid_12,12,6,71.43961,6.25475,0.65403,0.81185,46.74878,0.18540,0.23178,0.02841,0.00396,0.02866,0.20833,10,0.86841,0.17404,0.03892,0.78204
31,clinical_grid_18,18,13,71.43961,6.25475,0.65403,0.81185,46.74878,0.18540,0.23178,0.02841,0.00396,0.02866,0.12500,10,0.68853,0.25039,0.03892,0.59413
31,clinical_dense_24,24,16,71.43961,6.25475,0.65403,0.81185,46.74878,0.18540,0.23178,0.02841,0.00396,0.02866,0.08333,10,0.53336,0.32032,0.03892,0.44184
31,clinical_hybrid_24,24,17,71.43961,6.25475,0.65403,0.81185,46.74878,0.18540,0.23178,0.02841,0.00396,0.02866,0.16667,10,0.79564,0.32032,0.03892,0.65911
31,clinical_rescue_24,24,16,71.43961,6.25475,0.65403,0.81185,46.74878,0.18540,0.23178,0.02841,0.00396,0.02866,0.08333,10,0.53336,0.32032,0.03892,0.44184
32,clinical_grid_12,12,9,79.86873,7.45402,0.66681,1.11443,44.00844,0.16779,0.27655,0.04649,0.00731,0.02540,0.12500,10,0.69400,0.27011,0.07078,0.58540
32,clinical_grid_18,18,12,79.86873,7.45402,0.66681,1.11443,44.00844,0.16779,0.27655,0.04649,0.00731,0.02540,0.20833,10,0.87256,0.37879,0.07078,0.68978
32,clinical_dense_24,24,15,79.86873,7.45402,0.66681,1.11443,44.00844,0.16779,0.27655,0.04649,0.00731,0.02540,0.16667,10,0.80061,0.47269,0.07078,0.59624
32,clinical_hybrid_24,24,18,79.86873,7.45402,0.66681,1.11443,44.00844,0.16779,0.27655,0.04649,0.00731,0.02540,0.20833,10,0.87256,0.47269,0.07078,0.64983
32,clinical_rescue_24,24,13,79.86873,7.45402,0.66681,1.11443,44.00844,0.16779,0.27655,0.04649,0.00731,0.02540,0.29167,8,0.91683,0.40069,0.05704,0.71851
33,clinical_grid_12,12,7,73.78681,8.24743,0.74426,0.86870,43.30818,0.16106,0.14000,0.01514,0.01876,0.03361,0.20833,10,0.86201,0.09649,0.17250,0.77089
33,clinical_grid_18,18,14,73.78681,8.24743,0.74426,0.86870,43.30818,0.16106,0.14000,0.01514,0.01876,0.03361,0.16667,10,0.78806,0.14152,0.17250,0.68808
33,clinical_dense_24,24,17,73.78681,8.24743,0.74426,0.86870,43.30818,0.16106,0.14000,0.01514,0.01876,0.03361,0.08333,10,0.52542,0.18452,0.17250,0.44815
33,clinical_hybrid_24,24,17,73.78681,8.24743,0.74426,0.86870,43.30818,0.16106,0.14000,0.01514,0.01876,0.03361,0.16667,10,0.78806,0.18452,0.17250,0.67216
33,clinical_rescue_24,24,21,73.78681,8.24743,0.74426,0.86870,43.30818,0.16106,0.14000,0.01514,0.01876,0.03361,0.20833,10,0.86201,0.18452,0.17250,0.73524
34,clinical_grid_12,12,6,75.16078,5.02417,0.50974,0.86419,22.44588,0.21411,0.26649,0.04411,0.00852,0.00814,0.08333,10,0.56725,0.25804,0.08197,0.47989
34,clinical_grid_18,18,10,75.16078,5.02417,0.50974,0.86419,22.44588,0.21411,0.26649,0.04411,0.00852,0.00814,0.12500,10,0.72315,0.36307,0.08197,0.57489
34,clinical_dense_24,24,14,75.16078,5.02417,0.50974,0.86419,22.44588,0.21411,0.26649,0.04411,0.00852,0.00814,0.16667,10,0.82655,0.45452,0.08197,0.62038
34,clinical_hybrid_24,24,12,75.16078,5.02417,0.50974,0.86419,22.44588,0.21411,0.26649,0.04411,0.00852,0.00814,0.16667,10,0.82655,0.45452,0.08197,0.62038
34,clinical_rescue_24,24,11,75.16078,5.02417,0.50974,0.86419,22.44588,0.21411,0.26649,0.04411,0.00852,0.00814,0.16667,10,0.82655,0.45452,0.08197,0.62038
35,clinical_grid_12,12,9,71.68816,9.54496,0.51995,0.96899,39.34962,0.21219,0.18587,0.05863,0.00391,0.03807,0.12500,10,0.67278,0.32881,0.03837,0.55462
35,clinical_grid_18,18,10,71.68816,9.54496,0.51995,0.96899,39.34962,0.21219,0.18587,0.05863,0.00391,0.03807,0.08333,10,0.51834,0.45347,0.03837,0.39543
35,clinical_dense_24,24,12,71.68816,9.54496,0.51995,0.96899,39.34962,0.21219,0.18587,0.05863,0.00391,0.03807,0.16667,10,0.78118,0.55690,0.03837,0.55609
35,clinical_hybrid_24,24,13,71.68816,9.54496,0.51995,0.96899,39.34962,0.21219,0.18587,0.05863,0.00391,0.03807,0.16667,10,0.78118,0.55690,0.03837,0.55609
35,clinical_rescue_24,24,15,71.68816,9.54496,0.51995,0.96899,39.34962,0.21219,0.18587,0.05863,0.00391,0.03807,0.16667,10,0.78118,0.55690,0.03837,0.55609
36,clinical_grid_12,12,8,74.66883,8.03412,0.65898,0.94098,51.99173,0.12778,0.22842,0.05369,0.00912,0.02822,0.12500,10,0.68927,0.30547,0.08756,0.56610
36,clinical_grid_18,18,12,74.66883,8.03412,0.65898,0.94098,51.99173,0.12778,0.22842,0.05369,0.00912,0.02822,0.16667,10,0.79631,0.42413,0.08756,0.60821
36,clinical_dense_24,24,14,74.66883,8.03412,0.65898,0.94098,51.99173,0.12778,0.22842,0.05369,0.00912,0.02822,0.08333,10,0.53407,0.52423,0.08756,0.38201
36,clinical_hybrid_24,24,17,74.66883,8.03412,0.65898,0.94098,51.99173,0.12778,0.22842,0.05369,0.00912,0.02822,0.29167,7,0.88767,0.40546,0.06213,0.69233
36,clinical_rescue_24,24,17,74.66883,8.03412,0.65898,0.94098,51.99173,0.12778,0.22842,0.05369,0.00912,0.02822,0.08333,10,0.53407,0.52423,0.08756,0.38201
37,clinical_grid_12,12,9,75.98690,9.64640,0.61994,1.06474,36.34341,0.18528,0.21315,0.01785,0.01295,0.02286,0.20833,10,0.87578,0.11284,0.12222,0.79102
37,clinical_grid_18,18,10,75.98690,9.64640,0.61994,1.06474,36.34341,0.18528,0.21315,0.01785,0.01295,0.02286,0.33333,9,0.96200,0.14966,0.11070,0.85553
37,clinical_dense_24,24,13,75.98690,9.64640,0.61994,1.06474,36.34341,0.18528,0.21315,0.01785,0.01295,0.02286,0.20833,10,0.87578,0.21408,0.12222,0.74858
37,clinical_hybrid_24,24,15,75.98690,9.64640,0.61994,1.06474,36.34341,0.18528,0.21315,0.01785,0.01295,0.02286,0.16667,10,0.80448,0.21408,0.12222,0.68764
37,clinical_rescue_24,24,14,75.98690,9.64640,0.61994,1.06474,36.34341,0.18528,0.21315,0.01785,0.01295,0.02286,0.45833,6,0.96684,0.13458,0.07523,0.87803
38,clinical_grid_12,12,12,71.93763,3.88391,0.92270,0.77216,22.45406,0.15614,0.16271,0.04566,0.00631,0.02118,0.12500,10,0.70112,0.26592,0.06135,0.59485
38,clinical_grid_18,18,16,71.93763,3.88391,0.92270,0.77216,22.45406,0.15614,0.16271,0.04566,0.00631,0.02118,0.04167,10,0.32059,0.37334,0.06135,0.25514
38,clinical_dense_24,24,24,71.93763,3.88391,0.92270,0.77216,22.45406,0.15614,0.16271,0.04566,0.00631,0.02118,0.08333,10,0.54554,0.46641,0.06135,0.40934
38,clinical_hybrid_24,24,23,71.93763,3.88391,0.92270,0.77216,22.45406,0.15614,0.16271,0.04566,0.00631,0.02118,0.08333,10,0.54554,0.46641,0.06135,0.40934
38,clinical_rescue_24,24,21,71.93763,3.88391,0.92270,0.77216,22.45406,0.15614,0.16271,0.04566,0.00631,0.02118,0.08333,10,0.54554,0.46641,0.06135,0.40934
39,clinical_grid_12,12,8,71.05108,8.52225,0.79336,1.05946,21.22302,0.13970,0.28315,0.03967,0.00905,0.03107,0.37500,8,0.96271,0.19297,0.07013,0.84847
39,clinical_grid_18,18,15,71.05108,8.52225,0.79336,1.05946,21.22302,0.13970,0.28315,0.03967,0.00905,0.03107,0.25000,10,0.91452,0.33285,0.08688,0.73914
39,clinical_dense_24,24,17,71.05108,8.52225,0.79336,1.05946,21.22302,0.13970,0.28315,0.03967,0.00905,0.03107,0.29167,8,0.91209,0.35254,0.07013,0.73287
39,clinical_hybrid_24,24,20,71.05108,8.52225,0.79336,1.05946,21.22302,0.13970,0.28315,0.03967,0.00905,0.03107,0.29167,8,0.91209,0.35254,0.07013,0.73287
39,clinical_rescue_24,24,19,71.05108,8.52225,0.79336,1.05946,21.22302,0.13970,0.28315,0.03967,0.00905,0.03107,0.41667,6,0.94640,0.27821,0.05307,0.79961
40,clinical_grid_12,12,8,76.99274,7.11317,0.66705,0.95428,23.05132,0.13425,0.27041,0.04503,0.00593,0.00776,0.04167,10,0.33684,0.26272,0.05773,0.28668
40,clinical_grid_18,18,14,76.99274,7.11317,0.66705,0.95428,23.05132,0.13425,0.27041,0.04503,0.00593,0.00776,0.12500,10,0.72379,0.36918,0.05773,0.57826
40,clinical_dense_24,24,16,76.99274,7.11317,0.66705,0.95428,23.05132,0.13425,0.27041,0.04503,0.00593,0.00776,0.08333,10,0.56789,0.46160,0.05773,0.42800
40,clinical_hybrid_24,24,19,76.99274,7.11317,0.66705,0.95428,23.05132,0.13425,0.27041,0.04503,0.00593,0.00776,0.16667,10,0.82711,0.46160,0.05773,0.62336
40,clinical_rescue_24,24,18,76.99274,7.11317,0.66705,0.95428,23.05132,0.13425,0.27041,0.04503,0.00593,0.00776,0.16667,10,0.82711,0.46160,0.05773,0.62336
41,clinical_grid_12,12,9,78.78191,8.75288,0.67081,0.91560,49.86056,0.08463,0.11487,0.03246,0.00866,0.00598,0.04167,10,0.33906,0.19652,0.08330,0.29683
41,clinical_grid_18,18,11,78.78191,8.75288,0.67081,0.91560,49.86056,0.08463,0.11487,0.03246,0.00866,0.00598,0.04167,10,0.33906,0.28110,0.08330,0.28291
41,clinical_dense_24,24,18,78.78191,8.75288,0.67081,0.91560,49.86056,0.08463,0.11487,0.03246,0.00866,0.00598,0.20833,10,0.89635,0.35758,0.08330,0.71463
41,clinical_hybrid_24,24,16,78.78191,8.75288,0.67081,0.91560,49.86056,0.08463,0.11487,0.03246,0.00866,0.00598,0.16667,10,0.82974,0.35758,0.08330,0.66153
41,clinical_rescue_24,24,18,78.78191,8.75288,0.67081,0.91560,49.86056,0.08463,0.11487,0.03246,0.00866,0.00598,0.12500,10,0.72680,0.35758,0.08330,0.57946
42,clinical_grid_12,12,3,76.92361,9.76460,0.57461,1.03411,38.12062,0.21982,0.27293,0.04653,0.01920,0.01668,0.16667,10,0.81382,0.27030,0.17621,0.66042
42,clinical_grid_18,18,12,76.92361,9.76460,0.57461,1.03411,38.12062,0.21982,0.27293,0.04653,0.01920,0.01668,0.12500,10,0.70872,0.37904,0.17621,0.53898
42,clinical_dense_24,24,14,76.92361,9.76460,0.57461,1.03411,38.12062,0.21982,0.27293,0.04653,0.01920,0.01668,0.16667,10,0.81382,0.47297,0.17621,0.58304
42,clinical_hybrid_24,24,12,76.92361,9.76460,0.57461,1.03411,38.12062,0.21982,0.27293,0.04653,0.01920,0.01668,0.12500,10,0.70872,0.47297,0.17621,0.50774
42,clinical_rescue_24,24,14,76.92361,9.76460,0.57461,1.03411,38.12062,0.21982,0.27293,0.04653,0.01920,0.01668,0.25000,8,0.88385,0.40094,0.14365,0.67113
43,clinical_grid_12,12,3,65.32011,4.09430,0.49821,0.77015,32.58762,0.15688,0.29502,0.01942,0.00916,0.01340,0.16667,10,0.81874,0.12215,0.08795,0.74506
43,clinical_grid_18,18,10,65.32011,4.09430,0.49821,0.77015,32.58762,0.15688,0.29502,0.01942,0.00916,0.01340,0.04167,10,0.32991,0.17804,0.08795,0.29129
43,clinical_dense_24,24,12,65.32011,4.09430,0.49821,0.77015,32.58762,0.15688,0.29502,0.01942,0.00916,0.01340,0.20833,10,0.88748,0.23071,0.08795,0.76094
43,clinical_hybrid_24,24,9,65.32011,4.09430,0.49821,0.77015,32.58762,0.15688,0.29502,0.01942,0.00916,0.01340,0.16667,10,0.81874,0.23071,0.08795,0.70199
43,clinical_rescue_24,24,11,65.32011,4.09430,0.49821,0.77015,32.58762,0.15688,0.29502,0.01942,0.00916,0.01340,0.12500,10,0.71426,0.23071,0.08795,0.61242
44,clinical_grid_12,12,10,74.81926,9.58063,0.66963,0.96612,45.32889,0.18437,0.07215,0.05870,0.01393,0.00849,0.08333,10,0.56666,0.32913,0.13091,0.45172
44,clinical_grid_18,18,13,74.81926,9.58063,0.66963,0.96612,45.32889,0.18437,0.07215,0.05870,0.01393,0.00849,0.20833,10,0.89339,0.45388,0.13091,0.65900
44,clinical_dense_24,24,15,74.81926,9.58063,0.66963,0.96612,45.32889,0.18437,0.07215,0.05870,0.01393,0.00849,0.12500,10,0.72256,0.55734,0.13091,0.49732
44,clinical_hybrid_24,24,14,74.81926,9.58063,0.66963,0.96612,45.32889,0.18437,0.07215,0.05870,0.01393,0.00849,0.29167,7,0.90387,0.43474,0.09355,0.68423
44,clinical_rescue_24,24,15,74.81926,9.58063,0.66963,0.96612,45.32889,0.18437,0.07215,0.05870,0.01393,0.00849,0.29167,7,0.90387,0.43474,0.09355,0.68423
45,clinical_grid_12,12,9,69.86518,6.01350,0.88577,1.11700,52.71990,0.12088,0.15279,0.04469,0.01201,0.01970,0.16667,10,0.80925,0.26101,0.11380,0.67562
45,clinical_grid_18,18,16,69.86518,6.01350,0.88577,1.11700,52.71990,0.12088,0.15279,0.04469,0.01201,0.01970,0.16667,10,0.80925,0.36695,0.11380,0.63446
45,clinical_dense_24,24,21,69.86518,6.01350,0.88577,1.11700,52.71990,0.12088,0.15279,0.04469,0.01201,0.01970,0.29167,8,0.92148,0.38829,0.09212,0.71863
45,clinical_hybrid_24,24,19,69.86518,6.01350,0.88577,1.11700,52.71990,0.12088,0.15279,0.04469,0.01201,0.01970,0.29167,8,0.92148,0.38829,0.09212,0.71863
45,clinical_rescue_24,24,20,69.86518,6.01350,0.88577,1.11700,52.71990,0.12088,0.15279,0.04469,0.01201,0.01970,0.25000,9,0.90625,0.42474,0.10303,0.68805
46,clinical_grid_12,12,5,80.32502,7.18350,0.53735,0.77581,48.67725,0.21306,0.23729,0.01469,0.00950,0.01146,0.04167,10,0.33228,0.09371,0.09105,0.30662
46,clinical_grid_18,18,10,80.32502,7.18350,0.53735,0.77581,48.67725,0.21306,0.23729,0.01469,0.00950,0.01146,0.12500,10,0.71754,0.13753,0.09105,0.64691
46,clinical_dense_24,24,14,80.32502,7.18350,0.53735,0.77581,48.67725,0.21306,0.23729,0.01469,0.00950,0.01146,0.12500,10,0.71754,0.17944,0.09105,0.63235
46,clinical_hybrid_24,24,10,80.32502,7.18350,0.53735,0.77581,48.67725,0.21306,0.23729,0.01469,0.00950,0.01146,0.29167,10,0.96105,0.17944,0.09105,0.84695
46,clinical_rescue_24,24,14,80.32502,7.18350,0.53735,0.77581,48.67725,0.21306,0.23729,0.01469,0.00950,0.01146,0.04167,10,0.33228,0.17944,0.09105,0.29283
47,clinical_grid_12,12,11,75.34252,5.73932,0.83771,0.77911,34.95920,0.15377,0.12671,0.03038,0.01079,0.02097,0.08333,10,0.54589,0.18504,0.10277,0.47757
47,clinical_grid_18,18,13,75.34252,5.73932,0.83771,0.77911,34.95920,0.15377,0.12671,0.03038,0.01079,0.02097,0.08333,10,0.54589,0.26547,0.10277,0.45640
47,clinical_dense_24,24,20,75.34252,5.73932,0.83771,0.77911,34.95920,0.15377,0.12671,0.03038,0.01079,0.02097,0.04167,10,0.32083,0.33868,0.10277,0.25692
47,clinical_hybrid_24,24,20,75.34252,5.73932,0.83771,0.77911,34.95920,0.15377,0.12671,0.03038,0.01079,0.02097,0.16667,10,0.80735,0.33868,0.10277,0.64651
47,clinical_rescue_24,24,20,75.34252,5.73932,0.83771,0.77911,34.95920,0.15377,0.12671,0.03038,0.01079,0.02097,0.12500,10,0.70148,0.33868,0.10277,0.56173
48,clinical_grid_12,12,9,71.46257,5.07034,0.76398,0.76471,51.49119,0.12437,0.19121,0.02256,0.01530,0.01281,0.12500,10,0.71526,0.14059,0.14286,0.63173
48,clinical_grid_18,18,16,71.46257,5.07034,0.76398,0.76471,51.49119,0.12437,0.19121,0.02256,0.01530,0.01281,0.08333,10,0.55941,0.20398,0.14286,0.47724
48,clinical_dense_24,24,17,71.46257,5.07034,0.76398,0.76471,51.49119,0.12437,0.19121,0.02256,0.01530,0.01281,0.08333,10,0.55941,0.26313,0.14286,0.46152
48,clinical_hybrid_24,24,18,71.46257,5.07034,0.76398,0.76471,51.49119,0.12437,0.19121,0.02256,0.01530,0.01281,0.04167,10,0.33063,0.26313,0.14286,0.27277
48,clinical_rescue_24,24,18,71.46257,5.07034,0.76398,0.76471,51.49119,0.12437,0.19121,0.02256,0.01530,0.01281,0.20833,10,0.88820,0.26313,0.14286,0.73277
49,clinical_grid_12,12,11,74.50174,5.51733,0.89473,1.04321,23.38573,0.20241,0.18159,0.04339,0.00646,0.00523,0.20833,10,0.89724,0.25438,0.06280,0.76591
49,clinical_grid_18,18,14,74.50174,5.51733,0.89473,1.04321,23.38573,0.20241,0.18159,0.04339,0.00646,0.00523,0.16667,10,0.83085,0.35828,0.06280,0.66702
49,clinical_dense_24,24,16,74.50174,5.51733,0.89473,1.04321,23.38573,0.20241,0.18159,0.04339,0.00646,0.00523,0.25000,9,0.92014,0.41513,0.05670,0.71468
49,clinical_hybrid_24,24,22,74.50174,5.51733,0.89473,1.04321,23.38573,0.20241,0.18159,0.04339,0.00646,0.00523,0.37500,6,0.93756,0.30063,0.03817,0.78599
49,clinical_rescue_24,24,18,74.50174,5.51733,0.89473,1.04321,23.38573,0.20241,0.18159,0.04339,0.00646,0.00523,0.29167,8,0.93275,0.37922,0.05056,0.74252
50,clinical_grid_12,12,8,66.15433,8.57588,0.58192,0.80840,32.79155,0.15032,0.21325,0.01624,0.01553,0.03757,0.08333,10,0.51912,0.10313,0.14484,0.46739
50,clinical_grid_18,18,8,66.15433,8.57588,0.58192,0.80840,32.79155,0.15032,0.21325,0.01624,0.01553,0.03757,0.25000,10,0.90774,0.15102,0.14484,0.79665
50,clinical_dense_24,24,16,66.15433,8.57588,0.58192,0.80840,32.79155,0.15032,0.21325,0.01624,0.01553,0.03757,0.25000,10,0.90774,0.19660,0.14484,0.77701
50,clinical_hybrid_24,24,12,66.15433,8.57588,0.58192,0.80840,32.79155,0.15032,0.21325,0.01624,0.01553,0.03757,0.29167,10,0.94176,0.19660,0.14484,0.80614
50,clinical_rescue_24,24,13,66.15433,8.57588,0.58192,0.80840,32.79155,0.15032,0.21325,0.01624,0.01553,0.03757,0.25000,10,0.90774,0.19660,0.14484,0.77701
51,clinical_grid_12,12,10,69.12747,6.63477,0.82405,1.09427,44.22092,0.08377,0.21444,0.05365,0.01436,0.00928,0.25000,10,0.93558,0.30526,0.13468,0.75541
51,clinical_grid_18,18,15,69.12747,6.63477,0.82405,1.09427,44.22092,0.08377,0.21444,0.05365,0.01436,0.00928,0.20833,10,0.89244,0.42387,0.13468,0.67015
51,clinical_dense_24,24,20,69.12747,6.63477,0.82405,1.09427,44.22092,0.08377,0.21444,0.05365,0.01436,0.00928,0.25000,8,0.89107,0.44775,0.10928,0.66513
51,clinical_hybrid_24,24,19,69.12747,6.63477,0.82405,1.09427,44.22092,0.08377,0.21444,0.05365,0.01436,0.00928,0.16667,10,0.82486,0.52393,0.13468,0.58008
51,clinical_rescue_24,24,23,69.12747,6.63477,0.82405,1.09427,44.22092,0.08377,0.21444,0.05365,0.01436,0.00928,0.37500,6,0.93532,0.35938,0.08313,0.74493
52,clinical_grid_12,12,9,78.19352,5.52922,0.68661,0.78888,34.21398,0.15449,0.17682,0.04603,0.00708,0.01387,0.08333,10,0.55763,0.26780,0.06858,0.47137
52,clinical_grid_18,18,14,78.19352,5.52922,0.68661,0.78888,34.21398,0.15449,0.17682,0.04603,0.00708,0.01387,0.08333,10,0.55763,0.37579,0.06858,0.44199
52,clinical_dense_24,24,14,78.19352,5.52922,0.68661,0.78888,34.21398,0.15449,0.17682,0.04603,0.00708,0.01387,0.12500,10,0.71346,0.46923,0.06858,0.53296
52,clinical_hybrid_24,24,15,78.19352,5.52922,0.68661,0.78888,34.21398,0.15449,0.17682,0.04603,0.00708,0.01387,0.04167,10,0.32933,0.46923,0.06858,0.24601
52,clinical_rescue_24,24,9,78.19352,5.52922,0.68661,0.78888,34.21398,0.15449,0.17682,0.04603,0.00708,0.01387,0.08333,10,0.55763,0.46923,0.06858,0.41656
53,clinical_grid_12,12,5,69.10805,5.88225,0.49546,0.77388,43.36853,0.21538,0.27780,0.03168,0.00966,0.02313,0.16667,10,0.80407,0.19223,0.09253,0.70325
53,clinical_grid_18,18,8,69.10805,5.88225,0.49546,0.77388,43.36853,0.21538,0.27780,0.03168,0.00966,0.02313,0.04167,10,0.31829,0.27526,0.09253,0.26559
53,clinical_dense_24,24,11,69.10805,5.88225,0.49546,0.77388,43.36853,0.21538,0.27780,0.03168,0.00966,0.02313,0.04167,10,0.31829,0.35054,0.09253,0.25400
53,clinical_hybrid_24,24,14,69.10805,5.88225,0.49546,0.77388,43.36853,0.21538,0.27780,0.03168,0.00966,0.02313,0.16667,10,0.80407,0.35054,0.09253,0.64167
53,clinical_rescue_24,24,9,69.10805,5.88225,0.49546,0.77388,43.36853,0.21538,0.27780,0.03168,0.00966,0.02313,0.12500,10,0.69783,0.35054,0.09253,0.55689
